,Title,Listed count
1682,Golden Notebook. The,1.0
1683,"Forsyte Saga, The",1.0
1684,"Big Sleep, The",1.0
1685,"Bell Jar, The",1.0
1686,"Ambassadors, The",1.0
1687,"House of the Spirits, The",1.0
1688,"Naked and the Dead, The",1.0
1689,"Magic Mountain, The",1.0
1690,Johnny Got His Gun,1.0
1691,"Are You There God, It's Me Margaret",1.0
1692,"Accidental Tourist, The",1.0
1693,"Thousand Acres, A",1.0
1694,"Room With a View, A",1.0
1695,"Tin Drum, The",1.0
1696,White Noise,1.0
1697,"Wapshot Chronicle, The",1.0
1698,Under the Volcano,1.0
1699,"Yearling, The",1.0
1700,"Winds of War, The",1.0
1701,"Moviegoer, The",1.0
1702,"Razor's Edge, The",1.0
1703,"Rebel, The",1.0
1704,"Pearl, The",1.0
1705,"Outsider, The",1.0
1706,"Heart Is a Lonely Hunter, The",1.0
1707,"Godfather, The",1.0
1708,"Curtain of Green, A",1.0
1709,"End of the Affair, The",1.0
1710,"Color of Water, The",1.0
1711,"Caine Mutiny, The",1.0
1712,"Bridge of San Luis Rey, The",1.0
1713,"Agony and the Ecstasy, The",1.0
1714,Studs Lonigan: A Trilogy,1.0
1715,I Capture The Castle,1.0
1716,Crime and Punishment,1.0
1717,The Chrysalids,1.0
1718,Moby-Dick,1.0
1719,The Lion the Witch and the Wardrobe,1.0
1720,The Death of the Heart,1.0
1721,Frankenstein,1.0
1722,Midnight's Children,1.0
1723,Alice’s Adventures in Wonderland,1.0
1724,Les Miserables,1.0
1725,The Brothers Karamazov,1.0
1726,Diary of a Nobody,1.0
1727,Orlando,1.0
1728,My Ántonia,1.0
1729,Breakfast of Champions,1.0
1730,Mrs Dalloway,1.0
1731,The Sea The Sea,1.0
1732,Lark Rise to Candleford,1.0
1733,A Portrait of the Artist as a Young Man,1.0
1734,Suite Francaise,1.0
1735,What A Carve Up!,1.0
1736,White Nights,1.0
1737,The Fountainhead Ayn Rand,1.0
1738,Battlefield Earth,1.0
1739,The Lord Of The Rings,1.0
1740,Anthem,1.0
1741,We The Living,1.0
1742,Mission Earth,1.0
1743,Fear,1.0
1744,The Moon Is A Harsh Mistress,1.0
1745,Stranger In A Strange Land,1.0
1746,Gravity’s Rainbow,1.0
1747,The Lord Of The Flies,1.0
1748,Shane,1.0
1749,Trustee From The Toolroom,1.0
1750,A Prayer For Owen Meany,1.0
1751,The Worm Ouroboros,1.0
1752,Moonheart,1.0
1753,Under The Volcano,1.0
1754,Someplace To Be Flying,1.0
1755,Yarrow,1.0
1756,At The Mountains Of Madness,1.0
1757,One Lonely Night,1.0
1758,Memory And Dream,1.0
1759,Trader,1.0
1760,The Hitchhiker’s Guide To The Galaxy,1.0
1761,On The Beach,1.0
1762,Ender’s Game,1.0
1763,The Little Country,1.0
1764,The Recognitions,1.0
1765,Starship Troopers,1.0
1766,The Sun Also Rises,1.0
1767,The World According To Garp,1.0
1768,Something Wicked This Way Comes,1.0
1769,The Haunting Of Hill House,1.0
1770,Tropic Of Cancer,1.0
1771,The Wood Wife,1.0
1772,The Door Into Summer,1.0
1773,Zen And The Art Of Motorcycle Maintenance,1.0
1774,The Call Of The Wild,1.0
1775,At Swim-Two-Birds,1.0
1776,Farenheit 451,1.0
1777,The Hunt For Red October,1.0
1778,Guilty Pleasures,1.0
1779,The Puppet Masters,1.0
1780,V.,1.0
1781,Double Star,1.0
1782,Citizen Of The Galaxy,1.0
1783,The Sheltering Sky,1.0
1784,Sometimes A Great Notion,1.0
1785,Mulengro,1.0
1786,Mythago Wood,1.0
1787,Illusions,1.0
1788,The Inside Of The Cup,1.0
1789,The Eyes Of The World,1.0
1790,The Turmoil Booth,1.0
1791,Seventeen Booth,1.0
1792,Mr. Britling Sees It Through,1.0
1793,The U. P. Trail,1.0
1794,The Four Horsemen Of The Apocalypse,1.0
1795,The Man Of The Forest,1.0
1796,If Winter Comes,1.0
1797,Black Oxen,1.0
1798,Soundings,1.0
1799,The Private Life Of Helen Of Troy,1.0
1800,Elmer Gantry,1.0
1801,The Bridge Of San Luis Rey,1.0
1802,All Quiet On The Western Front,1.0
1803,Cimarron,1.0
1804,Anthony Adverse,1.0
1805,Green Light Lloyd,1.0
1806,The Yearling Marjorie,1.0
1807,The Keys Of The Kingdom,1.0
1808,The Song Of Bernadette,1.0
1809,Forever Amber,1.0
1810,The King’s General,1.0
1811,The Miracle Of The Bells,1.0
1812,The Big Fisherman,1.0
1813,The Egyptian,1.0
1814,The Cardinal,1.0
1815,From Here To Eternity,1.0
1816,The Silver Chalice,1.0
1817,The Robe,1.0
1818,Not As A Stranger,1.0
1819,Marjorie Morningstar,1.0
1820,Don’t Go Near The Water,1.0
1821,By Love Possessed,1.0
1822,Advise And Consent,1.0
1823,The Agony And The Ecstasy,1.0
1824,Ship Of Fools Katherine,1.0
1825,The Shoes Of The Fisherman,1.0
1826,The Spy Who Came In From The Cold,1.0
1827,The Source,1.0
1828,Valley Of The Dolls,1.0
1829,The Arrangement,1.0
1830,Airport,1.0
1831,Wheels,1.0
1832,Johnathan Livingston Seagull ,1.0
1833,Trinity,1.0
1834,The Silmarillion,1.0
1835,The Matarese Circle,1.0
1836,The Covenant,1.0
1837,Noble House,1.0
1838,E.T. The Extraterrestrial,1.0
1839,Return Of The Jedi,1.0
1840,The Mammoth Hunters,1.0
1841,The Tommyknockers,1.0
1842,The Cardinal Of The Kremlin,1.0
1843,Clear And Present Danger,1.0
1844,The Plains Of Passage,1.0
1845,Scarlett,1.0
1846,Dolores Clairborne,1.0
1847,The Bridges Of Madison County,1.0
1848,The Chamber,1.0
1849,The Rainmaker,1.0
1850,The Runaway Jury,1.0
1851,The Partner,1.0
1852,The Street Lawyer,1.0
1853,The Testament,1.0
1854,Midnight’s Children,1.0
1855,A Passage To India,1.0
1856,Mrs. Dalloway,1.0
1857,The Remains Of The Day,1.0
1858,Sons And Lovers,1.0
1859,A House For Mr Biswas,1.0
1860,Of Mice And Men,1.0
1861,Women In Love,1.0
1862,Life And Times Of Michael,1.0
1863,A Grain Of Wheat,1.0
1864,Lord Of The Flies,1.0
1865,White Teeth,1.0
1866,Sophie’s Choice,1.0
1867,Darkness At Noon,1.0
1868,Oscar And Lucinda,1.0
1869,The Life And Death Of Harriet Frean,1.0
1870,Waiting For The Barbarians,1.0
1871,Baumgartner’s Bombay,1.0
1872,Never Let Me Go,1.0
1873,For Whom The Bell Tolls,1.0
1874,The God Of Small Things,1.0
1875,The Map Of Love,1.0
1876,The Buddha Of Suburbia,1.0
1877,Do Androids Dream Of Electric Sheep,1.0
1878,The Siege Of Krishnapur,1.0
1879,Foe,1.0
1880,Brideshead Revisited Evelyn Waugh,1.0
1881,Crossing The River,1.0
1882,The House Of Mirth,1.0
1883,All About H Hatterr,1.0
1884,The Quiet American,1.0
1885,Pale Fire,1.0
1886,Money,1.0
1887,Coolie Mulk,1.0
1888,The Return Of The Soldier,1.0
1889,One Hundred Years Of Solitude,1.0
1890,Age Of Iron,1.0
1891,Cuckold,1.0
1892,The Chess Players,1.0
1893,Good Morning Midnight,1.0
1894,Untouchable Mulk,1.0
1895,Kiss Of The Spider Woman,1.0
1896,Goodbye To Berlin,1.0
1897,The Palace Of The Peacock,1.0
1898,The Autobiography Of My Mother,1.0
1899,Cat’s Eye,1.0
1900,The Book of Job,1.0
1901,The Recognition of Sakuntala,1.0
1902,The Sound of the Mountain,1.0
1903,Children of Gebelawi,1.0
1904,Njal's Saga,1.0
1905,Masnavi,1.0
1906,Bostan,1.0
1907,Poems of Eugenio Montale,1.0
1908,Betrayed by Rita Hayworth,1.0
1909,Poems of Pablo Neruda,1.0
1910,The Last Books of Hector Viel Temperley,1.0
1911,Los lanzallamas,1.0
1912,Kolyma Tales,1.0
1913,The Works of Max Beerbohm,1.0
1914,Death on Credit,1.0
1915,The Deptford Trilogy,1.0
1916,The Hardy Boys,1.0
1917,The Progress of Love,1.0
1918,Nero Wolfe,1.0
1919,Lad: a Dog,1.0
1920,Duke of Deception,1.0
1921,The Hamlet,1.0
1922,The Collected Works of St. John of the Cross,1.0
1923,Petrarch's Songbook,1.0
1924,Family Sayings,1.0
1925,El Buscón,1.0
1926,Phaedrus,1.0
1927,The Interior Castle,1.0
1928,Soledades,1.0
1929,The Book of the City of Ladies,1.0
1930,Song of Songs,1.0
1931,Sóngoro cosongo,1.0
1932,Metaphysics,1.0
1933,Curial e Güelfa,1.0
1934,América Hispánica: (1492-1898),1.0
1935,Coplas por la muerte de su padre,1.0
1936,La siesta de M. Andesmas,1.0
1937,The Way of a Pilgrim,1.0
1938,Calila e Dimna,1.0
1939,Guzmán de Alfarache,1.0
1940,The Invention of Solitude,1.0
1941,Gospels,1.0
1942,Letters from a Stoic,1.0
1943,Elizabeth Costello,1.0
1944,The Crisis of European Sciences and Transcendental Phenomenology,1.0
1945,Poetry,1.0
1946,The Collected Poems of William Carlos Williams: 1909-1939,1.0
1947,Lunch Poems,1.0
1948,On Food and Cooking: The Science and Lore of the Kitchen,1.0
1949,The Poetry of Derek Walcott 1948-2013,1.0
1950,Complete Stories,1.0
1951,We Have Always Lived in the Castle,1.0
1952,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,1.0
1953,Hollywood Babylon,1.0
1954,The Complete Poems,1.0
1955,The Americans,1.0
1956,Mrs. Bridge,1.0
1957,Mr Bridge,1.0
1958,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",1.0
1959,Larousse Gastronomique: The World's Greatest Culinary Encyclopedia,1.0
1960,El Bulli: 1998-2002,1.0
1961,Essential Cuisine,1.0
1962,Conversation in the Cathedral,1.0
1963,The Complete Poetry of César Vallejo,1.0
1964,Residence on Earth,1.0
1965,Trilce,1.0
1966,The Poems of Jaime Gil de Biedma ,1.0
1967,Juan De Mairena,1.0
1968,Rimas,1.0
1969,The First Man,1.0
1970,The Shadow Line,1.0
1971,Illuminations,1.0
1972,Demian,1.0
1973,Aunt Julia and the Scriptwriter,1.0
1974,Poems of Góngora,1.0
1975,Bohemian Lights,1.0
1976,"Spain, Take This Chalice from Me",1.0
1977,Mortal y rosa,1.0
1978,Sonnets,1.0
1979,Last Evenings with Teresa,1.0
1980,The Works of Moliere,1.0
1981,Memoirs of Cardinal De Retz ,1.0
1982,The Memoirs of the Duke of Saint-Simon on the Reign of Louis XIV. and the Regency,1.0
1983,The Complete Plays of Jean Racine,1.0
1984,Fables of La Fontaine,1.0
1985,Plays,1.0
1986,One Hundred and One Poems by Paul Verlaine,1.0
1987,Poems of Friedrich Hölderlin,1.0
1988,Les Filles du feu,1.0
1989,The Complete Writings of Alfred de Musset,1.0
1990,"The Figaro Trilogy: The Barber of Seville, The Marriage of Figaro, The Guilty Mother",1.0
1991,Les Tragiques,1.0
1992,Les Destinées,1.0
1993,Maximes,1.0
1994,Les Caractères ,1.0
1995,Lettres de madame de Sévigné,1.0
1996,Ubu Roi,1.0
1997,The Collected Works of Paul Valéry,1.0
1998,The Provincial Letters,1.0
1999,Carmen,1.0
2000,Marivaux: Three Plays,1.0
2001,La légende des siècles,1.0
2002,Correspondence,1.0
2003,Calligrammes,1.0
2004,Philosophical Writings,1.0
2005,"Three plays: The hostage, Crusts, The humiliation of the father",1.0
2006,Wry-Blue Loves: Les Amours Jaunes,1.0
2007,Les Contemplations,1.0
2008,La Nuit obscure,1.0
2009,The Diary of a Country Priest,1.0
2010,The Tale of the Bamboo Cutter,1.0
2011,Tirant Lo Blanc,1.0
2012,La Celestina,1.0
2013,Amadis of Gaul,1.0
2014,The Life of Lazarillo de Tormes,1.0
2015,The Unfortunate Traveller,1.0
2016,"Thomas of Reading, Or, The Sixe Worthie Yeomen of the West",1.0
2017,The Travels of Persiles and Sigismunda,1.0
2018,The True History of the Conquest of New Spain,1.0
2019,"Love in Excess; or, The Fatal Enquiry",1.0
2020,Joseph Andrews,1.0
2021,Memoirs of Martinus Scriblerus,1.0
2022,Pamela,1.0
2023,Fanny Hill,1.0
2024,The Adventures of Peregrine Pickle,1.0
2025,The Female Quixote,1.0
2026,"The History of Rasselas, Prince of Abissinia",1.0
2027,"Julie, or the New Heloise",1.0
2028,"Emile, or On Education",1.0
2029,The Vicar of Wakefield,1.0
2030,A Sentimental Journey Through France and Italy,1.0
2031,The Man of Feeling,1.0
2032,The Expedition of Humphry Clinker,1.0
2033,Evelina,1.0
2034,Reveries of a Solitary Walker,1.0
2035,The 120 Days of Sodom,1.0
2036,Anton Reiser,1.0
2037,Vathek,1.0
2038,The Adventures of Caleb Williams,1.0
2039,The Mysteries of Udolpho,1.0
2040,The Monk,1.0
2041,Camilla,1.0
2042,The Nun,1.0
2043,Castle Rackrent,1.0
2044,Heinrich of Ofterdingen,1.0
2045,Mansfield Park,1.0
2046,Rob Roy,1.0
2047,Melmoth the Wanderer,1.0
2048,The Nose,1.0
2049,The Lion of Flanders,1.0
2050,The Fall of the House of Usher,1.0
2051,Camera Obscura,1.0
2052,The Pit and the Pendulum,1.0
2053,The Devil's Pool,1.0
2054,Indian Summer,1.0
2055,Adam Bede,1.0
2056,Max Havelaar,1.0
2057,"The Water-Babies, A Fairy Tale for a Land Baby",1.0
2058,Uncle Silas,1.0
2059,Journey to the Center of the Earth,1.0
2060,Phineas Finn,1.0
2061,King Lear of the Steppes,1.0
2062,Torrents of Spring,1.0
2063,Erewhon,1.0
2064,In a Glass Darkly,1.0
2065,Around the World in Eighty Days,1.0
2066,The Enchanted Wanderer,1.0
2067,Far from the Madding Crowd,1.0
2068,Pepita Jimenez,1.0
2069,The Crime of Father Amaro,1.0
2070,Drunkard,1.0
2071,Martín Fierro,1.0
2072,Nana,1.0
2073,I Malavoglia,1.0
2074,Une vie,1.0
2075,Bel Ami,1.0
2076,Marius the Epicurean,1.0
2077,King Solomon's Mines,1.0
2078,The Quest,1.0
2079,The House of Ulloa,1.0
2080,Pierre et Jean,1.0
2081,Under the Yoke,1.0
2082,Il Piacere,1.0
2083,Eline Vere,1.0
2084,By the Open Sea,1.0
2085,La Bête humaine,1.0
2086,Thaïs,1.0
2087,Down There,1.0
2088,Gösta Berling's Saga,1.0
2089,News from Nowhere,1.0
2090,The Viceroys,1.0
2091,The Island of Doctor Moreau,1.0
2092,Quo Vadis,1.0
2093,What Maisie Knew,1.0
2094,Compassion,1.0
2095,Pharaoh,1.0
2096,The Fruits of the Earth,1.0
2097,Senilità,1.0
2098,Eclipse of the Crescent Moon,1.0
2099,Some Experiences of an Irish R. M.,1.0
2100,Sandokan,1.0
2101,None but the Brave,1.0
2102,The Immoralist,1.0
2103,Memoirs of My Nervous Illness,1.0
2104,Solitude,1.0
2105,Mother,1.0
2106,The House on the Borderland,1.0
2107,Hell,1.0
2108,Strait is the Gate,1.0
2109,Impressions of Africa,1.0
2110,Fantômas,1.0
2111,The Charwoman's Daughter,1.0
2112,Locus Solus,1.0
2113,Under Fire,1.0
2114,The Underdogs,1.0
2115,Pallieter,1.0
2116,The Return of the Soldier,1.0
2117,Tarr,1.0
2118,Storm of Steel,1.0
2119,Crome Yellow,1.0
2120,Life of Christ,1.0
2121,Claudine,1.0
2122,Life and Death of Harriett Frean,1.0
2123,Forest of the Hanged,1.0
2124,The Enormous Room,1.0
2125,Amok,1.0
2126,Le Diable au corps,1.0
2127,The Green Hat,1.0
2128,The Professor's House,1.0
2129,The Artamonov Business,1.0
2130,Chaka,1.0
2131,"One, No One and One Hundred Thousand",1.0
2132,The Case of Sergeant Grischa,1.0
2133,Tarka the Otter,1.0
2134,Quicksand,1.0
2135,The Well of Loneliness,1.0
2136,Retreat Without Song,1.0
2137,The Time of Indifference,1.0
2138,I Thought of Daisy,1.0
2139,Passing,1.0
2140,Her Privates We,1.0
2141,The Apes of God,1.0
2142,Monica,1.0
2143,Insatiability,1.0
2144,To the North,1.0
2145,The Thin Man,1.0
2146,The Return of Philip Latinowicz,1.0
2147,The Forbidden Kingdom,1.0
2148,Viper’s Tangle,1.0
2149,Cheese,1.0
2150,A Day Off,1.0
2151,Murder Must Advertise,1.0
2152,The Street of Crocodiles,1.0
2153,"Thank You, Jeeves",1.0
2154,On the Heights of Despair,1.0
2155,The Bells of Basel,1.0
2156,The Nine Tailors,1.0
2157,"They Shoot Horses, Don't They?",1.0
2158,Mr Norris Changes Trains,1.0
2159,Untouchable,1.0
2160,At the Mountains of Madness,1.0
2161,War with the Newts,1.0
2162,Keep the Aspidistra Flying,1.0
2163,Eyeless in Gaza,1.0
2164,Summer Will Show,1.0
2165,Rickshaw Boy,1.0
2166,In Parenthesis,1.0
2167,The Blind Owl,1.0
2168,Cause for Alarm,1.0
2169,Alamut,1.0
2170,Miss Pettigrew Lives for a Day,1.0
2171,On the Edge of Reason,1.0
2172,Broad and Alien is the World,1.0
2173,The Living and the Dead,1.0
2174,The Harvesters,1.0
2175,Conversations in Sicily,1.0
2176,Joseph and His Brothers,1.0
2177,Dangling Man,1.0
2178,Transit,1.0
2179,The Bridge on the Drina,1.0
2180,Arcanum 17,1.0
2181,Bosnian Chronicle,1.0
2182,The Tin Flute,1.0
2183,Nada,1.0
2184,Back,1.0
2185,House in the Uplands,1.0
2186,The Path to the Nest of Spiders,1.0
2187,Exercises in Style,1.0
2188,Midaq Alley,1.0
2189,Journey to the Alcarria,1.0
2190,Ashes and Diamonds,1.0
2191,Disobedience,1.0
2192,All about H. Hatterr,1.0
2193,"This Way for the Gas, Ladies and Gentlemen",1.0
2194,Death Sentence,1.0
2195,The Kingdom of This World,1.0
2196,The Case of Comrade Tulayev,1.0
2197,The Garden Where the Brass Band Played,1.0
2198,The Grass Is Singing,1.0
2199,The 13 Clocks,1.0
2200,The Labyrinth of Solitude,1.0
2201,L'Abbé C,1.0
2202,The Guiltless,1.0
2203,The Rebel,1.0
2204,The Hive,1.0
2205,The Judge and His Hangman,1.0
2206,The Hothouse,1.0
2207,A Day in Spring,1.0
2208,Story of O,1.0
2209,The Mandarins,1.0
2210,Death in Rome,1.0
2211,The Sound of Waves,1.0
2212,The Tree of Man,1.0
2213,The Last Temptation of Christ,1.0
2214,The Roots of Heaven,1.0
2215,The Floating Opera,1.0
2216,The Glass Bees,1.0
2217,Pnin,1.0
2218,The Manila Rope,1.0
2219,The deadbeats: a novel,1.0
2220,Homo Faber,1.0
2221,Blue of Noon,1.0
2222,The Midwich Cuckoos,1.0
2223,The Bell,1.0
2224,Borstal Boy,1.0
2225,"Gabriela, Clove and Cinnamon",1.0
2226,The Bitter Glass,1.0
2227,The Guide,1.0
2228,Deep Rivers,1.0
2229,"Nip the Buds, Shoot the Kids",1.0
2230,Billiards at Half-Past Nine,1.0
2231,Down Second Avenue,1.0
2232,Billy Liar,1.0
2233,Absolute Beginners,1.0
2234,Promise at Dawn,1.0
2235,The Magician of Lublin,1.0
2236,Halftime,1.0
2237,Bébo's Girl,1.0
2238,Solaris,1.0
2239,Cat and Mouse,1.0
2240,No One Writes to the Colonel,1.0
2241,Faces In The Water,1.0
2242,Memoirs of a Peasant Boy,1.0
2243,Time of Silence,1.0
2244,Girl With Green Eyes,1.0
2245,The Third Wedding,1.0
2246,Dog Years,1.0
2247,Inside Mr. Enderby,1.0
2248,The Girls of Slender Means,1.0
2249,Manon des sources,1.0
2250,The Graduate,1.0
2251,Arrow of God,1.0
2252,The Passion According to G.H.,1.0
2253,Return to Oegstgeest,1.0
2254,Closely Watched Trains,1.0
2255,The River Between,1.0
2256,"Garden, Ashes",1.0
2257,Everything That Rises Must Converge,1.0
2258,Things: A Story of the Sixties,1.0
2259,Death and the Dervish,1.0
2260,Silence,1.0
2261,To Each His Own,1.0
2262,Giles Goat-Boy,1.0
2263,Marks of Identity,1.0
2264,The Vice-Consul,1.0
2265,Miramar,1.0
2266,Z,1.0
2267,Pilgrimage,1.0
2268,The Manor,1.0
2269,No Laughing Matter,1.0
2270,The Day of the Dolphin,1.0
2271,Eva Trout,1.0
2272,The Cathedral,1.0
2273,A Kestrel for a Knave,1.0
2274,The Quest for Christa T.,1.0
2275,Myra Breckinridge,1.0
2276,A Void,1.0
2277,Jacob the Liar,1.0
2278,Blind Man with a Pistol,1.0
2279,Tent of Miracles,1.0
2280,The Case Worker,1.0
2281,Moscow-Petushki,1.0
2282,Heartbreak Tango,1.0
2283,"Here's to You, Jesusa!",1.0
2284,A World for Julius,1.0
2285,The Sea of Fertility,1.0
2286,Cataract,1.0
2287,Group Portrait with Lady,1.0
2288,The Book of Daniel,1.0
2289,Lives of Girls and Women,1.0
2290,House Mother Normal,1.0
2291,Surfacing,1.0
2292,The Summer Book,1.0
2293,The Twilight Years,1.0
2294,The Honorary Consul,1.0
2295,The Castle of Crossed Destinies,1.0
2296,A Question of Power,1.0
2297,The Diviners,1.0
2298,Dusklands,1.0
2299,The Fan Man,1.0
2300,Luka,1.0
2301,The Commandant,1.0
2302,The Year of the Hare,1.0
2303,Willard and His Bowling Trophies: A Perverse Mystery,1.0
2304,The Dead Father,1.0
2305,"W, or the Memory of Childhood",1.0
2306,The Autumn of the Patriarch,1.0
2307,Patterns of Childhood,1.0
2308,Blaming,1.0
2309,Cutter and Bone,1.0
2310,The Left-Handed Woman,1.0
2311,Kiss of the Spider Woman,1.0
2312,Almost Transparent Blue,1.0
2313,In the Heart of the Country,1.0
2314,The Engineer of Human Souls,1.0
2315,Quartet in Autumn,1.0
2316,The Wars,1.0
2317,Delta of Venus,1.0
2318,Who Do You Think You Are?,1.0
2319,Requiem for a Dream,1.0
2320,The Singapore Grip,1.0
2321,The Back Room,1.0
2322,The Virgin in the Garden,1.0
2323,The Cement Garden,1.0
2324,So Long a Letter,1.0
2325,Burger's Daughter,1.0
2326,A Dry White Season,1.0
2327,Fool's Gold,1.0
2328,Southern Seas,1.0
2329,Clear Light of Day,1.0
2330,Rituals,1.0
2331,Smell of Sadness,1.0
2332,Broken April,1.0
2333,Summer in Baden-Baden,1.0
2334,Heavy Wings,1.0
2335,"Couples, Passersby",1.0
2336,On the Black Hill,1.0
2337,A Pale View of Hills,1.0
2338,Wittgenstein's Nephew,1.0
2339,A Boy's Own Story,1.0
2340,Baltasar and Blimunda,1.0
2341,The Sorrow of Belgium,1.0
2342,The Piano Teacher,1.0
2343,Waterland,1.0
2344,Fado Alexandrino,1.0
2345,The Witness,1.0
2346,Shame,1.0
2347,Professor Martens' Departure,1.0
2348,Larva: Midsummer Night's Babel,1.0
2349,Democracy,1.0
2350,Empire of the Sun,1.0
2351,The Busconductor Hines,1.0
2352,Dictionary of the Khazars,1.0
2353,Legend,1.0
2354,The Young Man,1.0
2355,Half of Man is Woman,1.0
2356,Reasons to Live,1.0
2357,Hawksmoor,1.0
2358,Contact,1.0
2359,The Cider House Rules,1.0
2360,The Parable of the Blind,1.0
2361,Ancestral Voices,1.0
2362,The Beautiful Mrs. Seidenman,1.0
2363,The Drowned and the Saved,1.0
2364,Extinction,1.0
2365,The Memory of Fire Trilogy,1.0
2366,Matigari,1.0
2367,Anagrams,1.0
2368,The Lost Language of Cranes,1.0
2369,Taebaek Sanmaek,1.0
2370,A Ballad for Georg Henig,1.0
2371,The Enigma of Arrival,1.0
2372,The Pigeon,1.0
2373,All Souls,1.0
2374,Black Box,1.0
2375,The Black Dahlia,1.0
2376,The Afternoon of a Writer,1.0
2377,Dirk Gently's Holistic Detective Agency,1.0
2378,Cigarettes,1.0
2379,The First Garden,1.0
2380,The Last World,1.0
2381,Paradise of the Blind,1.0
2382,Gimmick!,1.0
2383,Obabakoak,1.0
2384,Inland,1.0
2385,The History of the Siege of Lisbon,1.0
2386,The Trick Is to Keep Breathing,1.0
2387,The Great Indian Novel,1.0
2388,The Melancholy of Resistance,1.0
2389,Moon Palace,1.0
2390,Sexing the Cherry,1.0
2391,Like Life,1.0
2392,The Shadow Lines,1.0
2393,The Midnight Examiner,1.0
2394,Stone Junction: An Alchemical Pot-Boiler,1.0
2395,Get Shorty,1.0
2396,The Daughter,1.0
2397,Vertigo,1.0
2398,The Laws,1.0
2399,Faceless Killers,1.0
2400,Astradeni,1.0
2401,Typical: Stories,1.0
2402,Arcadia,1.0
2403,Hideous Kinky,1.0
2404,Memories of Rain,1.0
2405,Asphodel,1.0
2406,The Butcher Boy,1.0
2407,The Club Dumas,1.0
2408,The Crow Road,1.0
2409,Indigo,1.0
2410,Possessing the Secret of Joy,1.0
2411,The Triple Mirror of the Self,1.0
2412,Uncle Petros and Goldbach's Conjecture,1.0
2413,Life is a Carawanserai Has Two Doors I Went in One I Came out the Other,1.0
2414,Before Night Falls,1.0
2415,The Adventures and Misadventures of Maqroll,1.0
2416,Remembering Babylon,1.0
2417,Holder of the World: A Novel,1.0
2418,The Virgin Suicides,1.0
2419,What a Carve Up!,1.0
2420,Deep River,1.0
2421,The Twins,1.0
2422,Looking For The Possible Dance,1.0
2423,"Waiting for the Dark, Waiting for the Light",1.0
2424,The Invention of Curried Sausage,1.0
2425,Disappearance,1.0
2426,On Love,1.0
2427,"City, Sister, Silver",1.0
2428,Pereira Maintains,1.0
2429,Our Lady of the Assassins,1.0
2430,Land,1.0
2431,Whatever,1.0
2432,Troubling Love,1.0
2433,The Late-night News,1.0
2434,The End of the Story,1.0
2435,Love's Work,1.0
2436,Morvern Callar,1.0
2437,Alias Grace,1.0
2438,The Clay Machine-gun,1.0
2439,Hallucinating Foucault,1.0
2440,Forever a Stranger,1.0
2441,A Light Comedy,1.0
2442,Fall On Your Knees,1.0
2443,Silk,1.0
2444,Margot and the Angels,1.0
2445,The Life of Insects,1.0
2446,Crossfire,1.0
2447,Veronika Decides to Die,1.0
2448,All Souls' Day,1.0
2449,The Heretic,1.0
2450,Dirty Havana Trilogy,1.0
2451,As If I Am Not There,1.0
2452,Pavel's Letters,1.0
2453,In Search of Klingsor,1.0
2454,The Museum of Unconditional Surrender,1.0
2455,Celestial Harmonies,1.0
2456,Under the Skin,1.0
2457,"Spring Flowers, Spring Frost",1.0
2458,The Devil and Miss Prym,1.0
2459,I'm Not Scared,1.0
2460,Soldiers of Salamis,1.0
2461,Nowhere Man,1.0
2462,The Successor,1.0
2463,Lady Number Thirteen,1.0
2464,What I Loved,1.0
2465,The Swarm,1.0
2466,The Master,1.0
2467,The Book about Blanche and Marie,1.0
2468,Measuring the World,1.0
2469,The History of Love,1.0
2470,The Elegance of the Hedgehog,1.0
2471,Carry Me Down,1.0
2472,Against the Day,1.0
2473,The Blind Side of the Heart,1.0
2474,"Kieron Smith, Boy",1.0
2475,Cost,1.0
2476,The Children's Book,1.0
2477,American Rust,1.0
2478,Cain,1.0
2479,A Gate at the Stairs,1.0
2480,Nemesis,1.0
2481,The Marriage Plot,1.0
2482,Ellen Foster,1.0
2483,War and Remembrance,1.0
2484,The Road from Coorain,1.0
2485,The Alienist,1.0
2486,Talk Before Sleep,1.0
2487,Rubyfruit Jungle,1.0
2488,The Education of Little Tree,1.0
2489,Black Beauty: The Autobiography of a Horse,1.0
2490,White Fang,1.0
2491,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",1.0
2492,Care of the Soul: Guide for Cultivating Depth and Sacredness,1.0
2493,Amelia,1.0
2494,Mysteries,1.0
2495,The Blithedale Romance,1.0
2496,The Fortunes Of Richard Mahony,1.0
2497,The Loneliness of the Long-distance Runner,1.0
2498,Short Friday: And Other Stories,1.0
2499,The Seance and Other Stories,1.0
2500,The Complete Works of Nathanael West,1.0
2501,The Revolt of the Masses,1.0
2502,Rationalism in Politics,1.0
2503,Economy and Society,1.0
2504,Sociobiology,1.0
2505,Centesimus Annus,1.0
2506,The Pursuit of the Millennium,1.0
2507,The Great Terror,1.0
2508,Chronicles of Wasted Time,1.0
2509,The Everlasting Man,1.0
2510,Radical Chic and Mau-Mauing the Flak Catchers,1.0
2511, The Unheavenly City,1.0
2512,The End of History and the Last Man,1.0
